납부자번호,고객명,ID,검침일(시간),주소,용도,설치번호,설비번호,비보정사용량,,,보정사용량,,,보정계수(평균),,,순간유량(평균 임시사용),,
,,,,,,,,당시간,전시간,전일동시간,당시간,전시간,전일동시간,당시간,전시간,전일동시간,당시간,전시간,전일동시간
000209722044,오산시민스포츠센타,10000163,2018-06-12 03,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,30,0,0,38,1.2484,1.2474,1.2587,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 04,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,30,0,0,37,1.2495,1.2484,1.2543,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 05,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,41,0,42,51,0,53,1.2561,1.2495,1.2579,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 06,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,36,41,42,45,51,52,1.2511,1.2561,1.2581,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 07,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,53,36,64,67,45,80,1.2505,1.2511,1.2484,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 08,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,49,53,63,61,67,79,1.2508,1.2505,1.2482,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 09,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,49,49,59,61,61,73,1.2493,1.2508,1.2454,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 10,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,48,49,67,60,61,84,1.248,1.2493,1.2468,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 11,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,46,48,56,58,60,69,1.2474,1.248,1.2447,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 12,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,50,46,59,62,58,74,1.246,1.2474,1.2444,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 13,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,51,50,60,64,62,74,1.2453,1.246,1.2447,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 14,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,50,51,52,62,64,65,1.2451,1.2453,1.2432,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 15,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,38,50,45,47,62,56,1.2417,1.2451,1.2434,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 16,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,46,38,54,57,47,67,1.2432,1.2417,1.2442,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 17,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,39,46,49,49,57,61,1.2438,1.2432,1.243,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 18,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,38,39,45,47,49,56,1.2427,1.2438,1.2431,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 19,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,43,38,47,54,47,59,1.2468,1.2427,1.2421,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 20,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,48,43,54,59,54,67,1.245,1.2468,1.2432,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 21,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,43,48,44,54,59,54,1.2468,1.245,1.242,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 22,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,28,43,27,35,54,34,1.256,1.2468,1.253,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 23,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,28,0,0,35,0,1.2539,1.256,1.2511,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-13 00,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,0,0,0,0,1.252,1.2539,1.2489,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-13 01,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,0,0,0,0,1.2508,1.252,1.2474,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-13 02,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,0,0,0,0,1.251,1.2508,1.2474,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-13 03,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,0,0,0,0,1.2523,1.251,1.2484,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-13 04,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,0,0,0,0,1.2536,1.2523,1.2495,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-13 05,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,41,0,0,51,1.2541,1.2536,1.2561,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-13 06,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,36,0,0,45,1.2551,1.2541,1.2511,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-13 07,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,53,0,0,67,1.2563,1.2551,1.2505,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-13 08,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,49,0,0,61,1.2558,1.2563,1.2508,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-13 09,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,49,0,0,61,1.2585,1.2558,1.2493,0,0,0
